episode,return,running_variance
1,18.973843516824367,0.0
2,18.49689158740844,0.05687078574339343
3,19.42230658126031,0.14277724155363433
4,6.273664214882449,30.304602059677006
5,8.691361022937231,32.30999837096315
6,34.18024324955369,81.42247324306051
7,9.545198464321382,77.8799156141195
8,13.11493699079446,69.40706555724852
9,16.880069158477855,61.75724088007789
10,40.37435310140429,108.28459784200402
11,5.672931363552436,112.24114429736522
12,16.712277502497866,102.92603362013314
13,8.96204345624513,100.01818329519953
14,14.700995918838673,93.14316708008899
15,10.455423211476575,89.26113796129334
16,6.797291323236171,88.82279981664084
17,10.463696791524509,85.04622404410698
18,16.898748737261734,80.45934591182248
19,9.43157602873686,77.98156491347409
20,23.2652200826555,77.28423598781836
21,16.947824490263468,73.70366377537816
22,12.824733744390903,70.67249891999369
23,5.389866099243764,71.77782180989504
24,17.57667072250965,69.05690083557617
25,14.335644214408777,66.31621689779115
26,33.024913582050836,75.70713816273437
27,8.120599508197534,74.97734035967827
28,12.080153197359289,72.69396258498577
29,12.113329820294902,70.53462590737949
30,2.7830593720247068,73.17711379255456
31,8.341601562755416,72.12553345781477
32,27.873849566178805,75.19912389483835
33,3.740960159190907,76.6603630359827
34,12.913447322602329,74.49481277456624
35,14.020108861032321,72.3766734762188
36,11.444657483229633,70.63703927575558
37,18.593280835900096,69.16349216043218
38,12.862721125271852,67.4237418284548
39,9.833133394871686,66.25950325659866
40,30.779577382503202,71.09082614991125
41,12.860474424892534,69.45326466590785
42,15.974034615538047,67.83036919512598
43,8.24036489282039,67.245615556825
44,9.385145861118868,66.34409361472808
45,24.408615370839666,66.97020492373255
46,25.397329288392392,67.90482114386377
47,13.575218458448845,66.50384507438157
48,11.059212906063994,65.43430585793162
49,6.694841188193483,65.44904077301294
50,6.991215981888456,65.31845617229672
51,13.979856982668405,64.0448583417068
52,7.644869025115974,63.71984796102147
53,11.639484379928215,62.66326133587673
54,21.99007722744302,62.552184332746435
55,11.285595607170524,61.60306432361833
56,6.224019831960148,61.696541793098525
57,9.619496244962868,60.995967534551106
58,27.05100186646026,62.72366453250659
59,6.452732701693499,62.7300192169474
60,10.124593141728662,61.97416934966537
61,9.707523353322543,61.29216762429785
62,8.726395944307255,60.77623161813476
63,6.05730323410939,60.82094559855079
64,8.210207137236667,60.380579635627306
65,20.511711996085378,60.11818408698827
66,9.30016026455895,59.5341592742166
67,17.85584177326314,58.874566507649945
68,23.46992514160512,59.316881452519226
69,12.017738784806518,58.51962608856476
70,6.298316097832569,58.535857021271255
71,8.65709111576332,58.102880220786474
72,7.201987542155808,57.90885536779543
73,7.639169396175449,57.62823175611972
74,17.604726294993977,57.051210937582645
75,45.9895354629659,69.94970191592903
76,7.708927937592341,69.57586988827636
77,9.432416597582122,68.95292028460267
78,13.897587814109778,68.06920501045502
79,20.28607178970648,67.69380296568819
80,11.334281338773788,66.94394729418624
81,7.427251590707173,66.65920825748641
82,8.482528726090836,66.21440249220902
83,9.630307502520036,65.63802951043614
84,13.529834218999689,64.85815932844302
85,18.60674838024972,64.3541356884635
86,7.564937184384025,64.0732476307416
87,11.1652656190883,63.41977984553776
88,8.318104891288785,63.04129214338298
89,7.298602368637005,62.798852841545134
90,12.774651933964606,62.11052864400577
91,11.490451963652754,61.480638019553936
92,9.006968680803256,61.04585783948932
93,8.85413458902029,60.63069633494994
94,6.834865666795033,60.462456545922464
95,7.149745951826075,60.24518296814828
96,7.88793166280408,59.93388171199945
97,6.2318657586323045,59.8357591380925
98,14.335859839976273,59.236119893169366
99,14.499419885472651,58.65201134693021
100,7.409328921230138,58.41115439922912
101,9.282346869170569,57.98786124118575
102,7.024432922191333,57.791962912340715
103,7.28830815424611,57.562245623657624
104,8.90789955674211,57.176280176723644
105,10.374342195183738,56.699870658794964
106,8.416296588756643,56.36441510316034
107,40.34000232227838,62.76188191368298
108,9.460966731018468,62.31232617162422
109,9.065677975369594,61.897011853874986
110,7.5601115667645695,61.6183172597366
111,7.680140511179641,61.327777220302316
112,13.765579170681354,60.784428605773236
113,49.74574465163211,72.03766138186543
114,11.799340907194281,71.42818477183043
115,165.07458157686648,269.13486931284075
116,10.101977750153777,266.9962499220223
117,11.114074405011774,264.8214246400929
118,8.073314314139674,262.9395503547791
119,138.08793486516885,387.82978121863505
120,16.057763418602867,384.59943184182544
121,23.52009261110087,381.93166250916073
122,20.58183979095861,378.9955052300087
123,8.23639277981645,376.3672452782711
124,5.952843995188028,374.0874451617511
125,94.7013099684913,420.76026507553763
126,7.493283603477967,418.0212036140991
127,24.091450853482897,415.2216632556725
128,8.456171307952177,412.4447662718194
129,10.697451543395673,409.4768377466514
130,19.632199457372074,406.4214290328433
131,25.982160180368865,404.05243678822484
132,15.735470049610207,400.99317987528747
133,19.259493209794027,398.04741640084075
134,12.483245388760063,395.18126490721215
135,15.045772526456304,392.2639392846972
136,26.223847511654512,390.1130107876207
137,9.490518139214412,387.5988754887198
138,16.612247916180714,384.79127099806504
139,38.397859026033835,385.5338389241843
140,6.887353442604693,383.41995690935704
141,16.53531342985651,380.70099682976536
142,118.25620792359216,450.6803229469963
143,53.20881545698637,456.61382715349293
144,22.28474787293121,453.61486935836217
145,95.17131466286018,491.99092931138125
146,70.31719810366187,507.33784255172105
147,51.09668531429298,511.1886166113655
148,15.494653296033766,507.7930765735202
149,7.524058623263807,505.17731952997195
150,8.393122133365463,502.46631082069877
151,26.1579170862106,499.5463788914053
152,9.916104142555279,496.7234686440661
153,14.53713580606915,493.5680066670337
154,13.690353219033648,490.4976312208014
155,49.7894104908642,493.71802810574826
156,8.469887277352036,491.18529457768074
157,7.830502952959603,488.7595208677616
158,69.68852401562972,502.2733306303892
159,18.37529791665651,499.11477311915803
160,11.7664451561858,496.2874568127021
161,95.78351513640345,529.9940708148545
162,6.973021934364028,527.6189836626785
163,9.249884351649822,524.9601431831002
164,17.722362514533145,521.7679637448683
165,117.13423374625748,576.7124542831903
166,6.165445227296192,574.3053838928528
167,16.388118335345375,570.921673505834
168,9.529362338658409,568.1017331729714
169,13.007809061226837,564.9773480586845
170,6.544338904674586,562.6084040804228
171,129.31049632870378,629.7487445931487
172,6.503943619201697,627.1229056590499
173,10.853654268720897,623.9589835320194
174,39.11761426565941,622.5144274178139
175,17.131866784126355,618.9998041691406
176,10.390637034786653,615.9887592536369
177,15.238188669607965,612.6255413965642
178,15.601064915834822,609.2811478515446
179,8.633258179730756,606.564073629559
180,6.9224928033539275,604.0947634193235
181,12.354423605116617,601.0471392629789
182,104.0067650157931,636.6952007081992
183,29.26383599992419,633.6781416938626
184,45.08268259884488,633.609832883934
185,35.98676221843163,631.5199561923232
186,76.00562043344266,644.7103027443533
