episode,return,running_variance
1,16.825857167624008,0.0
2,11.532337841396059,7.005336714287201
3,27.803007285900964,45.917095083186915
4,6.387668209697227,62.955876114885605
5,7.884724021690366,59.980886025869815
6,25.680898724844585,68.65421136722796
7,6.4201313830436355,70.1288983494631
8,5.701819866258353,70.11613550308115
9,11.503160669043297,62.73101193009268
10,5.820694286700479,61.49843811911802
11,48.57391804621524,163.1215770691988
12,2.9624279957890813,162.17691121459956
13,15.156959853918945,149.71306308897627
14,8.931288657519545,141.2949177631585
15,5.103506318521802,137.2185515763431
16,19.77994335677038,130.77106494651758
17,5.623998474711986,127.08361372957927
18,9.447120711216876,120.94098223401241
19,15.39510571311934,114.77480810551494
20,5.5696071877500035,112.02476725216192
21,26.49099303511474,114.81629624444452
22,60.60888619099826,204.8977271844782
23,14.231640101771566,196.10115867970154
24,17.13596129186345,188.00137934242548
25,13.618733222251581,180.67372814401992
26,53.46538511182054,226.28101919658945
27,7.711412643707534,221.12318014088956
28,17.60689163611275,213.24485586095903
29,4.337014848761489,211.1395350573739
30,4.392371276938032,208.79322233154232
31,21.380885221087308,202.942850121708
32,2.620692755484014,202.20671427903824
33,12.427575695254225,196.41408905918897
34,11.611044835962842,191.11472318624814
35,8.969581257655836,186.86739027224425
36,9.344113427862652,182.66436933315012
37,15.49327033008132,177.7294037722261
38,6.892347213929991,174.83402218898226
39,12.943034594089138,170.45800820112598
40,12.582613492347782,166.33416428635292
41,12.17464754993442,162.4538728564843
42,10.318179414188608,159.0596423005431
43,10.49010449420921,155.7680114994493
44,4.721809052269986,154.40689121370502
45,8.428859006042748,151.75077528615486
46,23.0971798630961,150.10931382428228
47,29.08124669831581,151.36672865581644
48,12.528948051198814,148.31588327932994
49,8.929634524905927,145.96052030455192
50,10.986313283275456,143.29824268323574
51,6.172958137227754,141.83248638500723
52,13.987366088550155,139.10770804970653
53,4.980522072923443,138.1127216040947
54,9.893497114166468,135.8899989964249
55,17.994632529846427,133.6891163378557
56,14.907799529892547,131.3111682180606
57,5.08412291664905,130.43675202516272
58,9.774283566371428,128.49481164871048
59,25.183796688572468,128.41691774718143
60,5.900616981802566,127.39127108576572
61,8.903867752596533,125.72331627857189
62,6.798791313158559,124.50169965702433
63,6.9395201093664385,123.26315496913071
64,3.2015193752801383,123.0331724801913
65,6.86106971454128,121.8157235210215
66,19.449899816207626,120.50979574223376
67,7.37107471699869,119.26824260117075
68,12.605067933094347,117.52427305548906
69,10.00610333394102,115.98773575878953
70,11.804188708504926,114.36542861831647
71,4.955640025528186,113.73329224414229
72,16.464651681425927,112.29674949322701
73,3.4841112915909154,112.05423248543705
74,8.72257329156021,110.80049295780852
75,16.07828034848091,109.441147559698
76,41.70649832148281,118.60963544721278
77,5.560705327982128,117.87710948545207
78,7.665752363839725,116.78148873281098
79,12.896364837699302,115.30551559041112
80,14.193741436167407,113.8736746246539
81,10.319073568946596,112.57825188849993
82,6.67253936472781,111.73307174401218
83,7.616141113006407,110.75942604380936
84,12.349171849969975,109.4482770780544
85,6.687348861804481,108.64378746485829
86,12.174747883438977,107.38945079332578
87,7.486236681063177,106.50650603876234
88,6.004627375391001,105.84340519036641
89,7.900925956150519,104.9322787718402
90,14.45859602845095,103.79486143452439
91,13.629343862513137,102.66059069337008
92,9.377100417055305,101.67621883004641
93,7.664068668548392,100.8675016854848
94,5.263069760413612,100.38928405727496
95,6.480342354529663,99.73557680853325
96,11.578484648121355,98.70817831629131
97,5.107310794309107,98.26709559913775
98,13.678823435721824,97.2773120340381
99,13.436500246601604,96.30242285889024
100,6.877828482147938,95.65985829132237
101,10.601890645403458,94.74843618211753
102,3.15272946192085,94.66616821033607
103,7.4729363870514645,93.98047192069485
104,9.795279334274202,93.13906718671083
105,8.91888323056828,92.36162839014051
106,7.72831098823483,91.6851810809925
107,43.35082157024473,99.78252538489647
108,6.134724924659733,99.2352854278229
109,10.799139681116785,98.35065208485136
110,5.981358290734134,97.83556975950474
111,5.8915923434577016,97.33337475865608
112,11.232128663288272,96.47538720324084
113,80.20541304286671,136.0192843661171
114,13.761646279277146,134.83199238391268
115,25.893930483649996,135.1042500041815
116,11.759203154259831,133.95403042093753
117,7.945273534657716,133.02987850016206
118,12.88301334314416,131.90263304245212
119,10.265034760742315,130.85674751655762
120,6.760073628763947,130.08614798195902
121,9.053519791368855,129.13420461332666
122,150.56653100007821,282.1523861247217
123,95.49052063501502,333.3746340744333
124,5.109486956195018,331.42013529108505
125,7.489288324074019,329.17130238734035
126,121.16331828543683,416.04529162393885
127,11.801445992245256,412.8705259934251
128,5.500314036294494,410.4003570914548
129,6.866566538760463,407.76536051904804
130,125.22897189979687,496.9886893544197
131,16.998321562808066,493.2013309928558
132,10.639620646470256,489.6877077428048
133,10.205260115182352,486.26002275808355
134,19.726077742983133,482.7341842228636
135,9.262352361854056,479.4946761593792
136,13.263279063690288,476.0226655146911
137,9.778057669041896,472.8245517866517
138,13.371219819174694,469.44466581090165
139,10.206190383856637,466.29826463086147
140,101.77056769500908,515.3207083380306
141,12.550252791625416,511.77385507464544
142,127.03382094693792,593.7016949089376
143,142.19114933797422,698.0087633400808
144,53.24647605038891,701.6851681367764
145,15.379965221262207,696.9057228645484
146,6.9463037863720105,693.0113614337812
147,7.520559393656076,689.0727313428034
148,26.620604129865583,684.8969110690022
149,14.12044469547403,680.4123212228203
150,10.475848919373622,676.2705625037149
151,11.848421617229008,672.0524397558668
152,43.156201322643966,671.7344467105262
153,7.636737632415921,668.0773834319521
154,9.320322103837055,664.2472903849288
155,84.45402060863975,688.1525633576176
156,18.379538667875767,683.7415478562957
157,10.134471379531005,679.8361865953547
158,73.65983064092991,694.6615867641921
159,5.514439710333101,691.4055998946613
160,17.265928435841502,687.0984620567158
161,8.320288805225474,683.5042449943186
162,22.607496106893795,679.3787106347429
163,115.19897024517704,731.9600325104612
164,4.15944945381401,728.8892108659802
165,20.131472691755825,724.4766567542698
166,11.987276720684173,720.4264338307611
167,8.147147152723152,716.8378479991068
168,134.1227015436832,790.8260649809226
169,5.256769789118984,787.3915334800446
170,9.475308350947167,783.373397271352
171,53.80283073749151,785.57019737024
172,14.989558413345106,781.1399310266816
173,17.446366826154406,776.6573166592387
174,11.317994245712963,772.606415366416
175,12.201049601923584,768.5167696254692
176,4.128815279631277,765.5242003284682
177,16.186130430467713,761.2660378809389
178,99.36199033367525,792.5158244312083
179,19.816823745057437,788.088700614137
180,162.8506329479417,896.3504395155849
181,96.08634852226542,922.4942606468735
182,8.255531675740162,918.3513270356233
183,69.64313454953317,926.0867341432033
184,65.07031188261404,931.3315313637714
185,9.153565134250055,927.1437946871041
186,13.662929879914767,922.4988903880848
187,9.916900336680628,918.2906194973443
188,3.021809912298325,915.218184203343
189,16.377882239419662,910.510091362706
190,28.919960983634418,906.0137413727354
191,9.292558938505977,902.0390918335936
192,91.48390900166359,922.8048960768319
193,173.87377574766407,1037.3160415023358
194,96.56765277244497,1060.0769965050717
195,9.021627674249867,1055.625388212797
196,9.429389360116316,1051.1528371755944
197,162.11109404754916,1143.8684752973243
198,12.46291149535592,1138.701476017676
199,71.1813961749545,1144.3818898562065
200,7.610970018919063,1139.9423757044551
201,120.47689731509338,1180.7445030165134
202,65.13099355749455,1183.205327096797
203,61.97350636196349,1184.3445303531357
204,25.461167266064304,1178.5438395659587
205,6.242728306690442,1174.4061437311468
206,39.53721105413214,1169.8160098499743
207,32.56284047004736,1164.4814192178167
208,29.456839657053536,1159.0011850880712
209,22.940958629519596,1153.4674429653842
210,85.57176029298856,1165.6496743989321
211,33.463092553462666,1160.479840541004
212,6.608875954773855,1156.565268875208
213,14.4943202643238,1151.6266820549163
214,111.51277675913083,1181.2978139221552
215,40.83676948200018,1176.949070472203
216,17.385590430739146,1171.7801062147107
217,53.17335943730966,1169.9843289727664
218,26.85100719476194,1164.6288145755661
219,7.66631435695196,1160.7208963129638
220,10.024045953379952,1156.4868175564097
221,86.82136788968091,1168.3970007105067
222,28.955792928535605,1163.1903653426737
223,213.5484382300274,1315.9643166166918
224,16.190251165063497,1310.5408901590893
225,44.07700001723014,1306.1266286860568
226,13.457216417231058,1301.0742066270564
227,141.2050441091003,1353.3045807884826
